"strain","freq","mic","n","dose","run"
"b2",16671081534527.5,10,2,35,9
"b1",0,1,2,35,10
"b2",16673025232748.8,10,2,35,10
"b1",0,1,2,36,1
"b2",16610691143574.6,10,2,36,1
"b1",0,1,2,36,2
"b2",16609329664774.6,10,2,36,2
"b1",0,1,2,36,3
"b2",16610557255389.2,10,2,36,3
"b1",0,1,2,36,4
"b2",16612167703471.5,10,2,36,4
"b1",0,1,2,36,5
"b2",16615025477311.7,10,2,36,5
"b1",0,1,2,36,6
"b2",16612276217663,10,2,36,6
"b1",0,1,2,36,7
"b2",16611057262916.6,10,2,36,7
"b1",0,1,2,36,8
"b2",16613168160674.8,10,2,36,8
"b1",0,1,2,36,9
"b2",16612372686978.4,10,2,36,9
"b1",0,1,2,36,10
"b2",16614684768300,10,2,36,10
"b1",0,1,2,37,1
"b2",16556617432489.4,10,2,37,1
"b1",0,1,2,37,2
"b2",16553692213177.6,10,2,37,2
"b1",0,1,2,37,3
"b2",16553845161857.2,10,2,37,3
"b1",0,1,2,37,4
"b2",16554056112227,10,2,37,4
"b1",0,1,2,37,5
"b2",16555036181243.1,10,2,37,5
"b1",0,1,2,37,6
"b2",16550431742629.1,10,2,37,6
"b1",0,1,2,37,7
"b2",16555293925449.6,10,2,37,7
"b1",0,1,2,37,8
"b2",16553800328665,10,2,37,8
"b1",0,1,2,37,9
"b2",16553337756494.3,10,2,37,9
"b1",0,1,2,37,10
"b2",16554283239780.6,10,2,37,10
"b1",0,1,2,38,1
"b2",16493761366584,10,2,38,1
"b1",0,1,2,38,2
"b2",16491748200273.2,10,2,38,2
"b1",0,1,2,38,3
"b2",16492425484632.7,10,2,38,3
"b1",0,1,2,38,4
"b2",16491475046856,10,2,38,4
"b1",0,1,2,38,5
"b2",16495694144662.6,10,2,38,5
"b1",0,1,2,38,6
"b2",16493606208708.1,10,2,38,6
"b1",0,1,2,38,7
"b2",16492861560070.6,10,2,38,7
"b1",0,1,2,38,8
"b2",16493961009962.1,10,2,38,8
"b1",0,1,2,38,9
"b2",16498074215290.3,10,2,38,9
"b1",0,1,2,38,10
"b2",16492281874976.5,10,2,38,10
"b1",0,1,2,39,1
"b2",16433875462199.6,10,2,39,1
"b1",0,1,2,39,2
"b2",16435733058284.4,10,2,39,2
"b1",0,1,2,39,3
"b2",16438732266468,10,2,39,3
"b1",0,1,2,39,4
"b2",16433560601240.3,10,2,39,4
"b1",0,1,2,39,5
"b2",16433089787326.2,10,2,39,5
"b1",0,1,2,39,6
"b2",16432881698313.2,10,2,39,6
"b1",0,1,2,39,7
"b2",16435199649867.9,10,2,39,7
"b1",0,1,2,39,8
"b2",16435684754518.6,10,2,39,8
"b1",0,1,2,39,9
"b2",16431514668861.6,10,2,39,9
"b1",0,1,2,39,10
"b2",16433641899622.6,10,2,39,10
"b1",0,1,2,40,1
"b2",16376102586034.8,10,2,40,1
"b1",0,1,2,40,2
"b2",16374961942276.4,10,2,40,2
"b1",0,1,2,40,3
"b2",16376587553590.8,10,2,40,3
"b1",0,1,2,40,4
"b2",16373808954035.2,10,2,40,4
"b1",0,1,2,40,5
"b2",16374118257885.8,10,2,40,5
"b1",0,1,2,40,6
"b2",16371859282425.2,10,2,40,6
"b1",0,1,2,40,7
"b2",16373755105696.1,10,2,40,7
"b1",0,1,2,40,8
"b2",16376695272915.4,10,2,40,8
"b1",0,1,2,40,9
"b2",16374699737899.4,10,2,40,9
"b1",0,1,2,40,10
"b2",16384681472529.1,10,2,40,10
"b1",19245900170677.8,1,3,0,1
"b2",5296254.01906401,3.16227766016838,3,0,1
"b3",0,10,3,0,1
"b1",19245899954201.7,1,3,0,2
"b2",5512633.77088134,3.16227766016838,3,0,2
"b3",0,10,3,0,2
"b1",19245899256885.3,1,3,0,3
"b2",6209103.00272453,3.16227766016838,3,0,3
"b3",0,10,3,0,3
"b1",19245899655065.6,1,3,0,4
"b2",5811372.99995919,3.16227766016838,3,0,4
"b3",0,10,3,0,4
"b1",19245899335442.9,1,3,0,5
"b2",6130615.9216069,3.16227766016838,3,0,5
"b3",0,10,3,0,5
"b1",19245899615389.5,1,3,0,6
"b2",5851006.71630532,3.16227766016838,3,0,6
"b3",0,10,3,0,6
"b1",19245899780709.1,1,3,0,7
"b2",5685721.53893168,3.16227766016838,3,0,7
"b3",0,10,3,0,7
"b1",19245900103570.3,1,3,0,8
"b2",5363278.39694536,3.16227766016838,3,0,8
"b3",0,10,3,0,8
"b1",19245900160056.2,1,3,0,9
"b2",5306847.89685838,3.16227766016838,3,0,9
"b3",0,10,3,0,9
"b1",19245898543501.5,1,3,0,10
"b2",6921994.21582636,3.16227766016838,3,0,10
"b3",0,10,3,0,10
"b1",17125170054055.3,1,3,1,1
"b2",1584146942522.3,3.16227766016838,3,1,1
"b3",1585932.84103419,10,3,1,1
"b1",16980577094242.5,1,3,1,2
"b2",1732460636722.21,3.16227766016838,3,1,2
"b3",1680058.33651863,10,3,1,2
"b1",17198870383557,1,3,1,3
"b2",1508512630545.86,3.16227766016838,3,1,3
"b3",1152225.90456684,10,3,1,3
"b1",17735412546795.1,1,3,1,4
"b2",956911150611.184,3.16227766016838,3,1,4
"b3",709056.285428148,10,3,1,4
"b1",16943992564716.7,1,3,1,5
"b2",1769972030478.52,3.16227766016838,3,1,5
"b3",1734425.36000396,10,3,1,5
"b1",17155028053218.5,1,3,1,6
"b2",1553508767110.76,3.16227766016838,3,1,6
"b3",1317247.29111608,10,3,1,6
"b1",17068994332898.2,1,3,1,7
"b2",1641779741855.64,3.16227766016838,3,1,7
"b3",1349043.87599698,10,3,1,7
"b1",17013158811175.4,1,3,1,8
"b2",1699048858367.32,3.16227766016838,3,1,8
"b3",1459669.20914871,10,3,1,8
"b1",17094673620958.1,1,3,1,9
"b2",1615436116820.51,3.16227766016838,3,1,9
"b3",1561410.67325836,10,3,1,9
"b1",17009224325749.3,1,3,1,10
"b2",1703083719955.71,3.16227766016838,3,1,10
"b3",1589021.17134439,10,3,1,10
"b1",9036119397782.77,1,3,2,1
"b2",9473592464440.85,3.16227766016838,3,2,1
"b3",38899713.0139952,10,3,2,1
"b1",8739115546356.34,1,3,2,2
"b2",9781986342466.2,3.16227766016838,3,2,2
"b3",48724971.6562518,10,3,2,2
"b1",8774446846050.66,1,3,2,3
"b2",9745305045168.8,3.16227766016838,3,2,3
"b3",43655203.4881461,10,3,2,3
"b1",8758570057219.55,1,3,2,4
"b2",9761792813518.88,3.16227766016838,3,2,4
"b3",41613770.1874232,10,3,2,4
"b1",8770144006021.96,1,3,2,5
"b2",9749775336321.22,3.16227766016838,3,2,5
"b3",41231545.8572737,10,3,2,5
"b1",8728150398406.67,1,3,2,6
"b2",9793374965683.05,3.16227766016838,3,2,6
"b3",45718023.5076588,10,3,2,6
"b1",8696363711332.94,1,3,2,7
"b2",9826375142846.5,3.16227766016838,3,2,7
"b3",51037607.9350123,10,3,2,7
"b1",8923438665652.33,1,3,2,8
"b2",9590598364865.84,3.16227766016838,3,2,8
"b3",41171293.1418652,10,3,2,8
"b1",8765739498995.49,1,3,2,9
"b2",9754346505314.65,3.16227766016838,3,2,9
"b3",43515572.1774602,10,3,2,9
"b1",8711264318054.43,1,3,2,10
"b2",9810910178266,3.16227766016838,3,2,10
"b3",44060621.1238991,10,3,2,10
"b1",5637368513340.06,1,3,3,1
"b2",12692481328399.2,3.16227766016838,3,3,1
"b3",5962899452.01613,10,3,3,1
"b1",5647823508211.32,1,3,3,2
"b2",12681101834289.4,3.16227766016838,3,3,2
"b3",6277849709.62254,10,3,3,2
"b1",5592585271879.86,1,3,3,3
"b2",12741921569865.7,3.16227766016838,3,3,3
"b3",3906773653.15432,10,3,3,3
"b1",5518987467459.59,1,3,3,4
"b2",12817872599893.9,3.16227766016838,3,3,4
"b3",5902641641.75961,10,3,3,4
"b1",5519104758875.22,1,3,3,5
"b2",12818014867481.9,3.16227766016838,3,3,5
"b3",5632407518.04911,10,3,3,5
"b1",5608125662413.38,1,3,3,6
"b2",12725453160157,3.16227766016838,3,3,6
"b3",3922502377.84571,10,3,3,6
"b1",5717598506984.05,1,3,3,7
"b2",12607885869228,3.16227766016838,3,3,7
"b3",5611561046.82055,10,3,3,7
"b1",5763956855412.98,1,3,3,8
"b2",12560073641214.6,3.16227766016838,3,3,8
"b3",4324357438.36439,10,3,3,8
"b1",5471110095907.21,1,3,3,9
"b2",12868999583466,3.16227766016838,3,3,9
"b3",5457387122.65163,10,3,3,9
"b1",5732123312721.95,1,3,3,10
"b2",12592565754440.5,3.16227766016838,3,3,10
"b3",5552911771.55987,10,3,3,10
"b1",4157113095481.67,1,3,4,1
"b2",13374029223612,3.16227766016838,3,4,1
"b3",630538107634.43,10,3,4,1
"b1",4093977548502.93,1,3,4,2
"b2",13230224656638.1,3.16227766016838,3,4,2
"b3",848411643962.356,10,3,4,2
"b1",4099615078404.67,1,3,4,3
"b2",13398381863259.7,3.16227766016838,3,4,3
"b3",669371417584.237,10,3,4,3
"b1",4193386570039.41,1,3,4,4
"b2",13389018410737.9,3.16227766016838,3,4,4
"b3",574835947804.742,10,3,4,4
"b1",4243546177980.45,1,3,4,5
"b2",13406044844789.4,3.16227766016838,3,4,5
"b3",501600049365.92,10,3,4,5
"b1",4083336323891.69,1,3,4,6
"b2",13367894879302.2,3.16227766016838,3,4,6
"b3",718780329956.526,10,3,4,6
"b1",4066373423646.85,1,3,4,7
"b2",13274756002657.4,3.16227766016838,3,4,7
"b3",833309802259.231,10,3,4,7
"b1",4142221384001.48,1,3,4,8
"b2",13432943787827.1,3.16227766016838,3,4,8
"b3",586521328589.793,10,3,4,8
"b1",3969042834494.51,1,3,4,9
"b2",13505641613516.7,3.16227766016838,3,4,9
"b3",704151559783.955,10,3,4,9
"b1",4164424557060.96,1,3,4,10
"b2",13309163381520.6,3.16227766016838,3,4,10
"b3",689084177707.622,10,3,4,10
"b1",3257555789584.22,1,3,5,1
"b2",11416229362260.3,3.16227766016838,3,5,1
"b3",3401002807173.34,10,3,5,1
"b1",3112508778378.41,1,3,5,2
"b2",11138906078210.2,3.16227766016838,3,5,2
"b3",3852217843190.37,10,3,5,2
"b1",3206170995179.61,1,3,5,3
"b2",11040590638283.4,3.16227766016838,3,5,3
"b3",3846958038430.93,10,3,5,3
"b1",3250376426878.81,1,3,5,4
"b2",11341845138596.3,3.16227766016838,3,5,4
"b3",3485913251921.36,10,3,5,4
"b1",3205297862004.22,1,3,5,5
"b2",11028522451709,3.16227766016838,3,5,5
"b3",3860397012578.66,10,3,5,5
"b1",3222081887185.52,1,3,5,6
"b2",10979328042707.1,3.16227766016838,3,5,6
"b3",3892015805706.74,10,3,5,6
"b1",3209198748128.85,1,3,5,7
"b2",11154004952829,3.16227766016838,3,5,7
"b3",3726550432643.83,10,3,5,7
"b1",3340806562553.75,1,3,5,8
"b2",11059113873918.9,3.16227766016838,3,5,8
"b3",3674546045312.41,10,3,5,8
"b1",3323321347469.16,1,3,5,9
"b2",10804440280160.8,3.16227766016838,3,5,9
"b3",3957085514034.5,10,3,5,9
"b1",3112508778378.41,1,3,5,10
"b2",11138906078210.2,3.16227766016838,3,5,10
"b3",3852217843190.37,10,3,5,10
"b1",2649461357244.03,1,3,6,1
"b2",9186591988138.8,3.16227766016838,3,6,1
"b3",6184737746464.61,10,3,6,1
"b1",2592470475716.53,1,3,6,2
"b2",9137613599367.31,3.16227766016838,3,6,2
"b3",6302241536061.52,10,3,6,2
"b1",2612477796248.54,1,3,6,3
"b2",9297074957372.97,3.16227766016838,3,6,3
"b3",6113493943184.02,10,3,6,3
"b1",2646762588219.58,1,3,6,4
"b2",9372159074534.44,3.16227766016838,3,6,4
"b3",5995501198460.75,10,3,6,4
"b1",2636534231836.55,1,3,6,5
"b2",9302863868080.25,3.16227766016838,3,6,5
"b3",6079324715438.91,10,3,6,5
"b1",2584401001613.59,1,3,6,6
"b2",9173673291969.97,3.16227766016838,3,6,6
"b3",6274305253041.87,10,3,6,6
"b1",2733534900489.68,1,3,6,7
"b2",9418963796555.89,3.16227766016838,3,6,7
"b3",5845361976047.96,10,3,6,7
"b1",2591119522714.83,1,3,6,8
"b2",9236994678727.38,3.16227766016838,3,6,8
"b3",6200791073204.13,10,3,6,8
"b1",2570227204177.02,1,3,6,9
"b2",9448505328440.15,3.16227766016838,3,6,9
"b3",6005959595928.78,10,3,6,9
"b1",2676599143439.45,1,3,6,10
"b2",8969273677816.02,3.16227766016838,3,6,10
"b3",6378264374648.6,10,3,6,10
"b1",2059900894846.68,1,3,7,1
"b2",7836055951207.38,3.16227766016838,3,7,1
"b3",8090798566594.04,10,3,7,1
"b1",2253805446813.75,1,3,7,2
"b2",7847252940144.24,3.16227766016838,3,7,2
"b3",7845293712110.71,10,3,7,2
"b1",2153466070332.72,1,3,7,3
"b2",7644187139023.85,3.16227766016838,3,7,3
"b3",8178051474243.57,10,3,7,3
"b1",2105357740059.85,1,3,7,4
"b2",7378814999937.77,3.16227766016838,3,7,4
"b3",8512769743961.09,10,3,7,4
"b1",2154066954020.19,1,3,7,5
"b2",7761333202895.54,3.16227766016838,3,7,5
"b3",8055168937065,10,3,7,5
"b1",2168764491291.64,1,3,7,6
"b2",7566003439902.71,3.16227766016838,3,7,6
"b3",8241131009229.68,10,3,7,6
"b1",2176086811705.66,1,3,7,7
"b2",7932151449895.66,3.16227766016838,3,7,7
"b3",7850481024405.6,10,3,7,7
"b1",2210806305869.88,1,3,7,8
"b2",7749094525012.27,3.16227766016838,3,7,8
"b3",7999510416432.06,10,3,7,8
"b1",2166454543805.82,1,3,7,9
"b2",7789663272064.28,3.16227766016838,3,7,9
"b3",8010688240124.88,10,3,7,9
"b1",2169343468329.5,1,3,7,10
"b2",7862314325470.22,3.16227766016838,3,7,10
"b3",7931442319552,10,3,7,10
"b1",1832114588168.8,1,3,8,1
"b2",6555263051488.14,3.16227766016838,3,8,1
"b3",9527726248082.37,10,3,8,1
"b1",1852307605383.19,1,3,8,2
"b2",6548977701094.14,3.16227766016838,3,8,2
"b3",9509205551161.28,10,3,8,2
"b1",1774717056194.22,1,3,8,3
"b2",6821140072669.59,3.16227766016838,3,8,3
"b3",9320176781555.96,10,3,8,3
"b1",1845652736856.54,1,3,8,4
"b2",6552895314367.52,3.16227766016838,3,8,4
"b3",9513372495832.91,10,3,8,4
"b1",1839556325440.67,1,3,8,5
"b2",6786466820273.75,3.16227766016838,3,8,5
"b3",9275908767609.65,10,3,8,5
"b1",1842192684142.34,1,3,8,6
"b2",6858213699323.4,3.16227766016838,3,8,6
"b3",9197355550274.14,10,3,8,6
"b1",1875628424514.59,1,3,8,7
"b2",6669448966022.61,3.16227766016838,3,8,7
"b3",9353810900271.01,10,3,8,7
"b1",1864245699733.81,1,3,8,8
"b2",6777114927567.83,3.16227766016838,3,8,8
"b3",9255011552857.69,10,3,8,8
"b1",1844840753714.26,1,3,8,9
"b2",6770789236055.78,3.16227766016838,3,8,9
"b3",9285784216094.15,10,3,8,9
"b1",1958363490400.62,1,3,8,10
"b2",6720334556383.1,3.16227766016838,3,8,10
"b3",9197513744384.3,10,3,8,10
"b1",1580924168111.37,1,3,9,1
"b2",6038798270728.13,3.16227766016838,3,9,1
"b3",10216227408454.3,10,3,9,1
"b1",1615290943413.48,1,3,9,2
"b2",5816379683265.16,3.16227766016838,3,9,2
"b3",10406874252768.4,10,3,9,2
"b1",1593010923208.42,1,3,9,3
"b2",5650751188938.39,3.16227766016838,3,9,3
"b3",10610340483991.7,10,3,9,3
"b1",1563049267612.66,1,3,9,4
"b2",5801782882273.08,3.16227766016838,3,9,4
"b3",10489398527890.1,10,3,9,4
"b1",1594479564872.28,1,3,9,5
"b2",6053866646357.17,3.16227766016838,3,9,5
"b3",10182904606951.1,10,3,9,5
"b1",1628618145251.84,1,3,9,6
"b2",6094970276843.92,3.16227766016838,3,9,6
"b3",10095648296209.6,10,3,9,6
"b1",1590015987936.71,1,3,9,7
"b2",5990683239815.69,3.16227766016838,3,9,7
"b3",10255340978791.8,10,3,9,7
"b1",1621669778295.92,1,3,9,8
"b2",6025488837631.44,3.16227766016838,3,9,8
"b3",10177928061054.4,10,3,9,8
"b1",1590503884582.73,1,3,9,9
"b2",6009779672717.33,3.16227766016838,3,9,9
"b3",10234554441071.2,10,3,9,9
"b1",1591973214520.82,1,3,9,10
"b2",5436153233058.69,3.16227766016838,3,9,10
"b3",10838201318621.1,10,3,9,10
"b1",1398713097798.16,1,3,10,1
"b2",5181943833127.07,3.16227766016838,3,10,1
"b3",11196870399326.8,10,3,10,1
"b1",1429233193377.54,1,3,10,2
"b2",5424500684727.91,3.16227766016838,3,10,2
"b3",10898604305417,10,3,10,2
"b1",1379035097083.87,1,3,10,3
"b2",5284294415555.68,3.16227766016838,3,10,3
"b3",11114298751653.4,10,3,10,3
"b1",1391170771850.63,1,3,10,4
"b2",5339530809078.88,3.16227766016838,3,10,4
"b3",11039485371674.3,10,3,10,4
"b1",1363215633926.97,1,3,10,5
"b2",5379142054073.47,3.16227766016838,3,10,5
"b3",11034563274754.3,10,3,10,5
"b1",1369488383618.02,1,3,10,6
"b2",5578409631780.54,3.16227766016838,3,10,6
"b3",10814527030132.2,10,3,10,6
"b1",1391471608345.56,1,3,10,7
"b2",5454866708443.78,3.16227766016838,3,10,7
"b3",10916555440445.1,10,3,10,7
"b1",1372466024259.47,1,3,10,8
"b2",5431778466479.45,3.16227766016838,3,10,8
"b3",10966348861114.7,10,3,10,8
"b1",1366991136926.64,1,3,10,9
"b2",5444205691509.98,3.16227766016838,3,10,9
"b3",10960423490264.4,10,3,10,9
"b1",1373460386842.24,1,3,10,10
"b2",5220196532561.63,3.16227766016838,3,10,10
"b3",11189802685907.4,10,3,10,10
"b1",1174234657909.66,1,3,11,1
"b2",4929825665301.89,3.16227766016838,3,11,1
"b3",11611598734095.2,10,3,11,1
"b1",1213704554771.03,1,3,11,2
"b2",4928680590917.33,3.16227766016838,3,11,2
"b3",11558406620405.5,10,3,11,2
"b1",1187830588133.3,1,3,11,3
"b2",4559866601381.19,3.16227766016838,3,11,3
"b3",11988413450987.2,10,3,11,3
"b1",1182532171248.79,1,3,11,4
"b2",5064127280069.67,3.16227766016838,3,11,4
"b3",11456562566458.3,10,3,11,4
"b1",1225338153272.72,1,3,11,5
"b2",4839104198006.71,3.16227766016838,3,11,5
"b3",11638142908365.8,10,3,11,5
"b1",1151290304363.27,1,3,11,6
"b2",4720107038964.56,3.16227766016838,3,11,6
"b3",11867439536362.4,10,3,11,6
"b1",1244783864049,1,3,11,7
"b2",4764189476522.41,3.16227766016838,3,11,7
"b3",11691438081819.3,10,3,11,7
"b1",1190603194118.84,1,3,11,8
"b2",4898419779207.45,3.16227766016838,3,11,8
"b3",11622615342380.3,10,3,11,8
"b1",1156317400543.81,1,3,11,9
"b2",4926747240071.32,3.16227766016838,3,11,9
"b3",11639577110474.1,10,3,11,9
"b1",1208810535303.25,1,3,11,10
"b2",4924263241749,3.16227766016838,3,11,10
"b3",11569878149216.3,10,3,11,10
"b1",1054071745839.68,1,3,12,1
"b2",4422042420326.04,3.16227766016838,3,12,1
"b3",12172450549932.7,10,3,12,1
"b1",1061105128659.8,1,3,12,2
"b2",4406030392768.64,3.16227766016838,3,12,2
"b3",12179628705248.8,10,3,12,2
"b1",1051069900226.95,1,3,12,3
"b2",4340689582916.28,3.16227766016838,3,12,3
"b3",12264294566514.5,10,3,12,3
"b1",1033756360008.57,1,3,12,4
"b2",4494574319772.61,3.16227766016838,3,12,4
"b3",12123453119131.7,10,3,12,4
"b1",1046849964569.65,1,3,12,5
"b2",4480070325185.37,3.16227766016838,3,12,5
"b3",12120327435960.5,10,3,12,5
"b1",1038918105969.05,1,3,12,6
"b2",4333890957015.66,3.16227766016838,3,12,6
"b3",12288993437831.9,10,3,12,6
"b1",1061107036521.69,1,3,12,7
"b2",4395535584099.94,3.16227766016838,3,12,7
"b3",12190920545958,10,3,12,7
"b1",1081767159778.34,1,3,12,8
"b2",4496516147495.15,3.16227766016838,3,12,8
"b3",12052722974305.5,10,3,12,8
"b1",1064782719437.26,1,3,12,9
"b2",4455904029524.23,3.16227766016838,3,12,9
"b3",12120698265444.5,10,3,12,9
"b1",1078057576674.69,1,3,12,10
"b2",4281103934133.86,3.16227766016838,3,12,10
"b3",12289851046242.7,10,3,12,10
"b1",931604535543.766,1,3,13,1
"b2",4003350083057.4,3.16227766016838,3,13,1
"b3",12654884199332,10,3,13,1
"b1",953165456785.067,1,3,13,2
"b2",4161189732175.74,3.16227766016838,3,13,2
"b3",12451703287449.5,10,3,13,2
"b1",956055416188.659,1,3,13,3
"b2",3980013127968.7,3.16227766016838,3,13,3
"b3",12643668030047.3,10,3,13,3
"b1",934413154715.639,1,3,13,4
"b2",4107268745336.01,3.16227766016838,3,13,4
"b3",12538113826889.3,10,3,13,4
"b1",942576422986.877,1,3,13,5
"b2",4072930881179.39,3.16227766016838,3,13,5
"b3",12563132931242.9,10,3,13,5
"b1",952114747274.349,1,3,13,6
"b2",3932532614699.73,3.16227766016838,3,13,6
"b3",12700991810703.9,10,3,13,6
"b1",949129553762.325,1,3,13,7
"b2",4229677649200.39,3.16227766016838,3,13,7
"b3",12383531724085.8,10,3,13,7
"b1",942033367289.975,1,3,13,8
"b2",3980234066163.04,3.16227766016838,3,13,8
"b3",12664367505493.8,10,3,13,8
"b1",918283311343.695,1,3,13,9
"b2",3984799760281.28,3.16227766016838,3,13,9
"b3",12694829633617.5,10,3,13,9
"b1",902371255001.343,1,3,13,10
"b2",4069075363027.37,3.16227766016838,3,13,10
"b3",12627198496203.1,10,3,13,10
"b1",830007906057.157,1,3,14,1
"b2",3654331753480.47,3.16227766016838,3,14,1
"b3",13043383810525.8,10,3,14,1
"b1",825880392898.347,1,3,14,2
"b2",3759107103526.17,3.16227766016838,3,14,2
"b3",12935494913352.4,10,3,14,2
"b1",849646095231.473,1,3,14,3
"b2",3832375874857.82,3.16227766016838,3,14,3
"b3",12818834443205.6,10,3,14,3
"b1",837142648250.512,1,3,14,4
"b2",3657250622803.31,3.16227766016838,3,14,4
"b3",13029167559564.6,10,3,14,4
"b1",820382278513.954,1,3,14,5
"b2",3639685822490.15,3.16227766016838,3,14,5
"b3",13074256747330.6,10,3,14,5
"b1",836218851311.741,1,3,14,6
"b2",3624813457006.65,3.16227766016838,3,14,6
"b3",13065973641814.3,10,3,14,6
"b1",856553424841.425,1,3,14,7
"b2",3729625865751.41,3.16227766016838,3,14,7
"b3",12920221546214.7,10,3,14,7
"b1",761620346527.481,1,3,14,8
"b2",3760002995901.01,3.16227766016838,3,14,8
"b3",13034542749813.5,10,3,14,8
"b1",820782066725.571,1,3,14,9
"b2",3643823127755.42,3.16227766016838,3,14,9
"b3",13069125103268.3,10,3,14,9
"b1",830753579688.855,1,3,14,10
"b2",3628515015442.1,3.16227766016838,3,14,10
"b3",13070387655825.8,10,3,14,10
"b1",743864659824.179,1,3,15,1
"b2",3313342608275.28,3.16227766016838,3,15,1
"b3",13410605121361.3,10,3,15,1
"b1",711316444259.575,1,3,15,2
"b2",3522425437081.48,3.16227766016838,3,15,2
"b3",13234304894391.8,10,3,15,2
"b1",716299837799.917,1,3,15,3
"b2",3448150816965.33,3.16227766016838,3,15,3
"b3",13307727888878.5,10,3,15,3
"b1",738538041875.233,1,3,15,4
"b2",3356851909529.93,3.16227766016838,3,15,4
"b3",13371555308820.6,10,3,15,4
"b1",752097849953.581,1,3,15,5
"b2",3500721253791.97,3.16227766016838,3,15,5
"b3",13191360689004.8,10,3,15,5
"b1",793384542803.422,1,3,15,6
"b2",3489036245120.93,3.16227766016838,3,15,6
"b3",13137157289602,10,3,15,6
"b1",758181469759.322,1,3,15,7
"b2",3307264564437.35,3.16227766016838,3,15,7
"b3",13393866053014.1,10,3,15,7
"b1",742515324737.271,1,3,15,8
"b2",3402282143955.63,3.16227766016838,3,15,8
"b3",13315148293075.5,10,3,15,8
"b1",754357562483.726,1,3,15,9
"b2",3405007278610.95,3.16227766016838,3,15,9
"b3",13292775609487.9,10,3,15,9
"b1",751077983419.135,1,3,15,10
"b2",3426677212658,3.16227766016838,3,15,10
"b3",13274340312402,10,3,15,10
"b1",673503341019.762,1,3,16,1
"b2",3146264270469.14,3.16227766016838,3,16,1
"b3",13570599686674,10,3,16,1
"b1",664601962716.275,1,3,16,2
"b2",3186015950172.21,3.16227766016838,3,16,2
"b3",13541854247785.1,10,3,16,2
"b1",631808079019.758,1,3,16,3
"b2",3108541135156.75,3.16227766016838,3,16,3
"b3",13682978826186.6,10,3,16,3
"b1",663612956173.681,1,3,16,4
"b2",3253475125293.08,3.16227766016838,3,16,4
"b3",13468943195136.6,10,3,16,4
"b1",660706829483.993,1,3,16,5
"b2",3128523331939.38,3.16227766016838,3,16,5
"b3",13612058704671.4,10,3,16,5
"b1",667806356115.907,1,3,16,6
"b2",3143188401892.59,3.16227766016838,3,16,6
"b3",13583746049999.4,10,3,16,6
"b1",677887062048.71,1,3,16,7
"b2",3296158246395.31,3.16227766016838,3,16,7
"b3",13397325728815,10,3,16,7
"b1",670544246183.982,1,3,16,8
"b2",3264596230601.9,3.16227766016838,3,16,8
"b3",13444814967229.3,10,3,16,8
"b1",653460242220.168,1,3,16,9
"b2",3158013495797.37,3.16227766016838,3,16,9
"b3",13591744373388.6,10,3,16,9
"b1",660020164459.375,1,3,16,10
"b2",3244297459538.95,3.16227766016838,3,16,10
"b3",13485204328766.4,10,3,16,10
"b1",585787458418.39,1,3,17,1
"b2",2920440765432.21,3.16227766016838,3,17,1
"b3",13832924865117.2,10,3,17,1
"b1",600532540952.063,1,3,17,2
"b2",2827659751901.4,3.16227766016838,3,17,2
"b3",13910221297096.1,10,3,17,2
"b1",580164018323.948,1,3,17,3
"b2",3007424865141.71,3.16227766016838,3,17,3
"b3",13746026315117.1,10,3,17,3
"b1",578267707599.24,1,3,17,4
"b2",3059871453257.48,3.16227766016838,3,17,4
"b3",13690990757451.4,10,3,17,4
"b1",603461250132.37,1,3,17,5
"b2",3014713657475.23,3.16227766016838,3,17,5
"b3",13696755128142,10,3,17,5
"b1",603461248353.177,1,3,17,6
"b2",3014713665158.14,3.16227766016838,3,17,6
"b3",13696755122723.8,10,3,17,6
"b1",579814773188.529,1,3,17,7
"b2",3173588064565.22,3.16227766016838,3,17,7
"b3",13561603624293.3,10,3,17,7
"b1",570661914336.781,1,3,17,8
"b2",3007909532696.83,3.16227766016838,3,17,8
"b3",13762422528248.1,10,3,17,8
"b1",590280894138.603,1,3,17,9
"b2",3078888608947.5,3.16227766016838,3,17,9
"b3",13648533930702.9,10,3,17,9
"b1",582271067294.508,1,3,17,10
"b2",3117678349631.32,3.16227766016838,3,17,10
"b3",13619507519815.6,10,3,17,10
"b1",536357034560.89,1,3,18,1
"b2",2728372469002.82,3.16227766016838,3,18,1
"b3",13997752811899.4,10,3,18,1
"b1",518621880272.247,1,3,18,2
"b2",2546668603310.06,3.16227766016838,3,18,2
"b3",14235611298807.1,10,3,18,2
"b1",514517900507.202,1,3,18,3
"b2",2700847890190.95,3.16227766016838,3,18,3
"b3",14070677294736.2,10,3,18,3
"b1",533906586496.814,1,3,18,4
"b2",2667995442260.16,3.16227766016838,3,18,4
"b3",14070126987105.1,10,3,18,4
"b1",501930695650.27,1,3,18,5
"b2",2842210398415.38,3.16227766016838,3,18,5
"b3",13936727623735.6,10,3,18,5
"b1",517631154821.146,1,3,18,6
"b2",2770768013774.88,3.16227766016838,3,18,6
"b3",13986193692239.1,10,3,18,6
"b1",533151037935.587,1,3,18,7
"b2",2840473127752.55,3.16227766016838,3,18,7
"b3",13878116412302.2,10,3,18,7
"b1",522282120814.338,1,3,18,8
"b2",2827159318832.58,3.16227766016838,3,18,8
"b3",13913923439566.5,10,3,18,8
